SecuCode,FirstIndustryName
600293,建材
600312,电力设备
600315,商贸零售
600331,有色金属
600333,电力及公用事业
600351,医药
600353,电子元器件
600369,非银行金融
600371,农林牧渔
600388,电力及公用事业
600390,有色金属
300353,通信
300444,电力设备
002512,计算机
300168,计算机
002516,汽车
300146,食品饮料
002524,石油石化
002534,机械
300175,农林牧渔
601116,商贸零售
002551,医药
300216,机械
002559,机械
601216,基础化工
601199,电力及公用事业
300199,医药
002564,机械
603806,电力设备
300368,机械
300357,医药
002705,家电
603037,汽车
300606,轻工制造
603303,家电
002875,纺织服装
002774,机械
300595,医药
300584,医药
600409,基础化工
600415,商贸零售
600436,医药
600439,纺织服装
600467,农林牧渔
600469,汽车
600490,有色金属
600493,纺织服装
600508,煤炭
600510,综合
600527,纺织服装
600529,医药
600548,交通运输
600550,电力设备
600567,轻工制造
600569,钢铁
600585,建材
600587,医药
600602,电子元器件
600604,房地产
600619,家电
600621,房地产
600634,钢铁
600636,基础化工
600651,家电
600653,汽车
600668,综合
600685,国防军工
600687,有色金属
600702,食品饮料
600704,汽车
600719,电力及公用事业
600721,煤炭
600736,房地产
600738,商贸零售
600751,交通运输
600753,建材
600768,有色金属
600770,综合
600785,商贸零售
600787,交通运输
600802,建材
600804,通信
600819,建材
600821,商贸零售
600836,轻工制造
600838,商贸零售
600853,建筑
600855,国防军工
600868,电力及公用事业
600870,家电
600885,电力设备
600887,食品饮料
600963,轻工制造
600967,机械
601888,餐饮旅游
002568,食品饮料
603328,电子元器件
002573,电力及公用事业
002575,轻工制造
002578,有色金属
300218,基础化工
300225,基础化工
300257,机械
300222,电力设备
300224,电子元器件
601567,电力设备
300258,汽车
603069,交通运输
603158,汽车
300476,电子元器件
603309,医药
002802,基础化工
603843,建筑
603988,电力设备
300430,机械
300475,家电
300411,机械
603788,汽车
601689,汽车
601881,非银行金融
300563,通信
300562,医药
603050,电力设备
300643,汽车
000005,房地产
000012,建材
000023,建材
000025,汽车
000027,电力及公用事业
000040,房地产
000043,房地产
000065,建筑
000068,电力及公用事业
000157,机械
000159,石油石化
000301,电力及公用事业
000413,电子元器件
000416,商贸零售
000501,商贸零售
000503,医药
000517,房地产
000519,建材
000521,家电
000534,房地产
000536,电子元器件
000551,电力设备
000553,基础化工
000568,食品饮料
000570,机械
000590,医药
000592,农林牧渔
000608,房地产
000610,餐饮旅游
000627,基础化工
000629,钢铁
000656,房地产
000672,建材
000691,房地产
000693,有色金属
000709,钢铁
000711,房地产
000728,非银行金融
000756,医药
000758,有色金属
000780,煤炭
000783,非银行金融
000798,农林牧渔
000800,汽车
000802,传媒
000818,基础化工
000820,电力及公用事业
000837,机械
000839,综合
000875,电力及公用事业
000877,建材
001896,电力及公用事业
000913,汽车
000916,交通运输
000932,钢铁
000935,建材
000957,汽车
000959,钢铁
000961,房地产
000976,基础化工
000978,餐饮旅游
000997,计算机
000999,医药
002235,轻工制造
002234,农林牧渔
002246,基础化工
002263,基础化工
002264,商贸零售
002258,基础化工
002270,机械
002282,机械
002283,汽车
601727,电力设备
002295,有色金属
300002,计算机
601901,非银行金融
300251,传媒
002627,交通运输
300259,机械
603518,纺织服装
300263,机械
002619,建材
601669,建筑
601100,机械
300467,传媒
603698,机械
002732,食品饮料
300449,计算机
603866,食品饮料
002776,纺织服装
002729,电力设备
601882,机械
603558,纺织服装
603160,电子元器件
603588,电力及公用事业
002789,建筑
300414,通信
002858,传媒
603538,医药
300585,汽车
603496,计算机
603380,电子元器件
002881,电子元器件
002002,基础化工
002005,电子元器件
002020,医药
002021,机械
002038,医药
600984,机械
600987,纺织服装
002050,机械
601989,国防军工
002305,房地产
002756,钢铁
002311,农林牧渔
300010,计算机
300013,交通运输
601801,传媒
300022,机械
300024,机械
002344,商贸零售
002343,传媒
002348,轻工制造
002349,医药
002455,基础化工
601688,非银行金融
300047,通信
002373,计算机
002667,综合
300289,医药
601231,电子元器件
002661,食品饮料
002659,建筑
300320,基础化工
300313,农林牧渔
601965,汽车
002799,轻工制造
603861,电力设备
300315,传媒
300316,机械
603366,家电
002690,机械
603043,餐饮旅游
603313,轻工制造
300508,计算机
603299,基础化工
300543,电子元器件
002810,基础化工
300459,基础化工
300394,通信
300569,电力及公用事业
300631,电力及公用事业
603098,建筑
300458,计算机
601229,银行
600919,银行
002855,基础化工
603113,煤炭
300629,机械
603229,医药
603826,建材
300498,农林牧渔
002114,有色金属
601003,钢铁
002130,电子元器件
002129,电力设备
002132,机械
002128,煤炭
002140,建筑
002142,银行
300107,基础化工
601177,机械
300113,传媒
300112,机械
601098,传媒
002481,食品饮料
002495,食品饮料
601996,农林牧渔
300137,电力及公用事业
002499,电力及公用事业
002508,家电
002738,有色金属
002797,非银行金融
603060,综合
603600,轻工制造
603222,医药
300420,机械
603508,电子元器件
002820,食品饮料
603306,汽车
603878,钢铁
002828,石油石化
603036,机械
300474,国防军工
300482,医药
601127,汽车
300592,建筑
603617,机械
002873,医药
002051,建筑
601988,银行
601699,煤炭
002279,计算机
601588,房地产
002093,通信
002102,建材
002105,机械
601333,交通运输
002108,基础化工
300079,传媒
002441,电力设备
002445,传媒
300086,医药
601118,农林牧渔
002451,电力设备
300097,机械
300253,计算机
300092,机械
603005,电子元器件
300405,基础化工
300378,计算机
603099,餐饮旅游
002849,机械
603393,电力及公用事业
300660,电子元器件
300655,基础化工
002383,计算机
002394,纺织服装
002398,建筑
601101,煤炭
300066,机械
002433,医药
002417,通信
300064,建材
601369,机械
002423,钢铁
002428,有色金属
002432,医药
002678,轻工制造
002851,电力设备
300334,电力及公用事业
300349,机械
300335,电力及公用事业
300347,医药
002718,建材
002708,汽车
300382,机械
002714,农林牧渔
002703,汽车
603817,电力及公用事业
603337,机械
300568,基础化工
002866,计算机
603985,机械
002871,机械
002869,电子元器件
603286,汽车
002015,电力及公用事业
002018,基础化工
002025,国防军工
002027,传媒
600973,电力设备
600979,电力及公用事业
600982,电力及公用事业
002042,纺织服装
002046,机械
002047,建筑
002308,计算机
002312,计算机
002321,农林牧渔
300001,电力设备
002331,计算机
300015,医药
300020,计算机
601877,电力设备
002337,机械
002342,机械
002347,机械
002352,交通运输
002354,传媒
300035,机械
300036,计算机
300042,计算机
300049,医药
002371,电子元器件
002380,计算机
002372,建材
601106,机械
300358,医药
300304,汽车
300306,机械
002692,电力设备
603658,医药
603822,基础化工
300503,机械
300412,医药
601878,非银行金融
300434,机械
603737,基础化工
603398,轻工制造
300446,电子元器件
603628,电力设备
300427,电力设备
300457,机械
300561,计算机
300515,电子元器件
603727,石油石化
300576,基础化工
300676,医药
002826,医药
603225,基础化工
002120,交通运输
002118,医药
601318,非银行金融
002123,电力设备
002122,机械
002133,房地产
601600,有色金属
002150,机械
002149,有色金属
300109,医药
300128,电子元器件
002479,电力及公用事业
002500,非银行金融
002488,汽车
002497,基础化工
300131,电子元器件
300518,传媒
603108,医药
601611,建筑
300447,国防军工
300516,电子元器件
603085,机械
603198,食品饮料
300528,传媒
002772,农林牧渔
603311,家电
002847,食品饮料
603058,轻工制造
600048,房地产
002063,计算机
002064,石油石化
002065,计算机
002075,钢铁
002078,轻工制造
002086,农林牧渔
002095,传媒
002099,医药
002097,机械
601002,机械
002492,交通运输
300101,国防军工
002454,汽车
002460,有色金属
300085,计算机
300321,基础化工
300399,计算机
300387,基础化工
300390,电子元器件
300587,基础化工
300617,电力设备
603630,基础化工
300277,计算机
002392,建材
002630,电力及公用事业
002386,基础化工
300057,轻工制造
300056,电力及公用事业
002412,医药
002413,家电
300062,电力设备
300065,国防军工
002418,家电
002424,医药
002427,基础化工
300067,基础化工
002443,钢铁
002689,机械
300397,国防军工
002701,轻工制造
002711,交通运输
300332,电力及公用事业
300346,电子元器件
300389,电子元器件
002715,汽车
601608,机械
002709,基础化工
603615,基础化工
002877,机械
603042,通信
002884,机械
300633,医药
300603,通信
603595,电子元器件
300618,有色金属
603879,基础化工
300604,电子元器件
002009,机械
002016,房地产
002024,商贸零售
002035,家电
600981,商贸零售
600027,电力及公用事业
002043,建材
002045,电子元器件
601618,建筑
002314,建筑
002319,基础化工
300004,机械
300009,医药
300012,电力及公用事业
300019,基础化工
002320,交通运输
300027,传媒
300026,医药
002322,电力设备
002332,医药
002561,商贸零售
002353,机械
002375,建筑
601179,电力设备
002376,计算机
601336,非银行金融
002650,食品饮料
601929,传媒
300310,通信
601339,纺织服装
002663,建筑
300300,建筑
603123,商贸零售
300327,电子元器件
002677,家电
300330,计算机
601038,机械
603077,基础化工
603007,建筑
603819,机械
300525,计算机
603598,传媒
603858,医药
300502,通信
300487,基础化工
603968,基础化工
300556,计算机
300553,机械
603559,通信
603186,电子元器件
002865,汽车
603035,汽车
300408,电子元器件
600908,银行
002839,银行
603323,银行
601128,银行
603322,通信
603839,纺织服装
603180,轻工制造
603232,计算机
601166,银行
002126,汽车
002127,商贸零售
002139,电子元器件
002138,电子元器件
002144,纺织服装
002152,计算机
300106,农林牧渔
300133,传媒
300116,机械
002527,电子元器件
002475,电子元器件
002480,机械
300119,农林牧渔
300125,电力设备
002493,石油石化
300329,轻工制造
300136,通信
002889,传媒
002510,汽车
002503,纺织服装
300533,传媒
603338,机械
601966,基础化工
002823,机械
603268,建材
300537,基础化工
603838,建材
300473,汽车
603678,电子元器件
300589,机械
002057,钢铁
002059,餐饮旅游
002066,建材
300271,计算机
600017,交通运输
002079,电子元器件
600018,交通运输
002080,建材
002084,轻工制造
002092,基础化工
002100,农林牧渔
002109,基础化工
300075,计算机
002444,机械
601717,机械
002462,医药
300093,建材
300089,轻工制造
002468,交通运输
002476,石油石化
002726,食品饮料
002712,传媒
603990,计算机
603326,轻工制造
601619,电力及公用事业
300150,计算机
300052,传媒
300055,电力及公用事业
002400,传媒
300059,传媒
002409,基础化工
300061,轻工制造
300098,计算机
002426,机械
601188,交通运输
002644,医药
002437,医药
002691,机械
300342,家电
300322,通信
300333,计算机
002694,基础化工
300344,建材
002698,机械
002684,汽车
603288,食品饮料
300371,机械
002723,家电
002792,通信
300369,计算机
603330,基础化工
603387,医药
300622,医药
300621,建筑
300635,综合
300630,医药
603139,医药
603717,建筑
603081,建筑
300680,汽车
300642,医药
002006,机械
002008,电子元器件
002032,家电
002034,纺织服装
600022,钢铁
600482,汽车
002040,交通运输
600970,建筑
002304,食品饮料
002315,传媒
002317,医药
300014,电子元器件
300011,机械
002328,汽车
300023,非银行金融
002324,基础化工
002329,食品饮料
002338,国防军工
300038,通信
300037,基础化工
002370,医药
601058,汽车
002364,电力设备
601368,电力及公用事业
300292,通信
002666,基础化工
002654,电子元器件
603333,电力设备
300308,机械
603128,交通运输
002696,食品饮料
300319,电子元器件
300542,计算机
002825,轻工制造
603519,基础化工
603886,食品饮料
002765,汽车
300439,医药
603016,电力设备
300541,计算机
603239,汽车
603416,机械
603669,医药
603708,商贸零售
603360,基础化工
603208,轻工制造
603908,纺织服装
603041,基础化工
002116,建筑
601005,钢铁
002131,传媒
002143,传媒
603003,通信
300115,电子元器件
002473,家电
002614,家电
002569,纺织服装
002485,纺织服装
002491,通信
300132,基础化工
002504,电子元器件
300143,食品饮料
300453,医药
002813,通信
300520,计算机
603929,建筑
300442,机械
002731,商贸零售
300416,机械
300572,机械
603603,电力及公用事业
603169,机械
300600,机械
002829,通信
603568,电力及公用事业
300668,建筑
601111,交通运输
002081,建筑
601666,煤炭
601872,交通运输
002103,轻工制造
002110,钢铁
002613,建材
300074,计算机
300077,电子元器件
300082,基础化工
300081,通信
601000,交通运输
300099,机械
300094,农林牧渔
300124,机械
300245,计算机
300126,机械
601288,银行
002728,医药
300379,计算机
300359,传媒
603100,机械
603388,建筑
603833,轻工制造
002827,基础化工
603199,餐饮旅游
002379,有色金属
002382,基础化工
002377,石油石化
300054,基础化工
002808,电子元器件
002456,电子元器件
601518,交通运输
002430,机械
002429,家电
300339,计算机
300336,传媒
603008,轻工制造
300338,综合
002687,纺织服装
002680,医药
002686,机械
002695,食品饮料
300356,电子元器件
002886,基础化工
002879,电力设备
603767,汽车
300611,汽车
300625,家电
300626,电力设备
300662,综合
300663,计算机
002156,电子元器件
002145,基础化工
002158,机械
002160,有色金属
002161,通信
002178,建筑
002191,轻工制造
002195,计算机
002197,电子元器件
002205,建材
002210,交通运输
002216,食品饮料
002214,国防军工
002222,电子元器件
601186,建筑
300276,机械
601800,建筑
002646,食品饮料
601928,传媒
600015,银行
600016,银行
600038,国防军工
600051,综合
600066,汽车
600083,建筑
600084,食品饮料
600098,电力及公用事业
600101,电力及公用事业
600115,交通运输
600116,电力及公用事业
600135,基础化工
600136,基础化工
600156,纺织服装
600159,房地产
600175,石油石化
600176,建材
600193,钢铁
600195,农林牧渔
600210,轻工制造
600213,汽车
600229,传媒
600230,基础化工
600249,基础化工
600250,商贸零售
600266,房地产
600269,交通运输
600284,建筑
600285,医药
600303,汽车
600305,食品饮料
600320,机械
600323,电力及公用事业
600339,石油石化
600340,房地产
600361,商贸零售
600362,有色金属
600378,石油石化
600381,钢铁
600382,综合
600397,煤炭
600398,纺织服装
002743,机械
002532,机械
002540,有色金属
002535,机械
002609,计算机
002536,汽车
300166,计算机
300167,计算机
002543,家电
601519,计算机
002548,农林牧渔
300220,电子元器件
300198,建材
300196,建材
002560,电力设备
603777,食品饮料
002697,商贸零售
300363,医药
300546,计算机
300391,机械
300376,电力设备
300591,纺织服装
300681,汽车
600423,基础化工
600425,建材
600458,机械
600459,有色金属
600478,电子元器件
600479,医药
600500,基础化工
600501,国防军工
600520,机械
600521,医药
600536,计算机
600537,电力设备
600540,农林牧渔
600558,机械
600559,食品饮料
600578,电力及公用事业
600579,汽车
600593,餐饮旅游
600596,基础化工
600610,机械
600611,交通运输
600628,商贸零售
600629,建材
600643,综合
600660,汽车
600661,传媒
600678,建材
600679,轻工制造
600693,商贸零售
600696,房地产
600710,机械
600711,有色金属
600728,通信
600729,商贸零售
600743,房地产
600746,基础化工
600760,国防军工
600761,机械
600778,商贸零售
600779,食品饮料
600793,轻工制造
600796,基础化工
600810,基础化工
600811,商贸零售
600828,商贸零售
600829,医药
600843,机械
600846,建筑
600860,机械
600861,商贸零售
600879,国防军工
600893,国防军工
600896,交通运输
600897,交通运输
600986,建筑
600988,有色金属
002574,商贸零售
300210,机械
300208,电力设备
002584,基础化工
002590,汽车
300249,家电
300226,传媒
002588,基础化工
002734,基础化工
002626,食品饮料
002600,电子元器件
002598,机械
601595,传媒
002798,建材
603611,汽车
603010,基础化工
600909,非银行金融
603818,农林牧渔
603828,建筑
002833,机械
000166,非银行金融
603758,汽车
300514,机械
000009,综合
000016,家电
000017,机械
000034,计算机
000035,电力及公用事业
000055,建材
000059,石油石化
000096,石油石化
000099,交通运输
000404,家电
000407,电力及公用事业
000422,基础化工
000423,医药
000510,基础化工
000511,建材
000526,房地产
000529,食品饮料
000543,电力及公用事业
000544,电力及公用事业
000561,国防军工
000562,非银行金融
000581,汽车
000584,基础化工
000598,电力及公用事业
000599,汽车
000619,建材
000635,基础化工
000638,房地产
000663,农林牧渔
000665,传媒
000683,基础化工
000685,电力及公用事业
000698,石油石化
000701,电子元器件
000718,房地产
000719,传媒
000738,国防军工
000739,医药
000767,电力及公用事业
000768,国防军工
000789,建材
000790,医药
000810,家电
000811,机械
000830,基础化工
000831,有色金属
000858,食品饮料
000859,基础化工
000886,交通运输
000887,汽车
000905,交通运输
000906,钢铁
000921,家电
000922,电力设备
000926,房地产
000949,基础化工
000950,基础化工
000969,有色金属
000970,电子元器件
000985,石油石化
000987,非银行金融
000990,医药
002223,医药
002252,医药
002240,有色金属
002396,通信
002278,机械
002287,医药
601268,机械
002603,医药
300303,电子元器件
002629,机械
002610,电力设备
300270,计算机
002624,传媒
002641,建材
300275,计算机
300437,基础化工
603011,机械
603320,电力设备
300443,电力设备
603116,纺织服装
603528,计算机
603901,机械
603918,计算机
601015,煤炭
300495,建筑
300424,机械
603969,钢铁
603660,通信
603421,通信
603816,轻工制造
300522,基础化工
603118,通信
002787,机械
603177,电力及公用事业
601020,有色金属
300601,医药
603933,电子元器件
002003,纺织服装
002004,基础化工
002019,医药
002022,医药
002023,机械
603086,基础化工
603228,电子元器件
300647,电子元器件
002860,家电
603586,汽车
300616,轻工制造
300658,轻工制造
300649,建筑
300554,机械
603305,汽车
002010,基础化工
002012,轻工制造
002028,电力设备
002030,医药
600962,农林牧渔
600971,煤炭
002048,汽车
002489,轻工制造
002302,建材
002350,电力设备
002309,通信
002318,钢铁
300003,医药
300018,电力设备
002323,电力设备
002335,通信
002538,基础化工
002346,建材
300032,电子元器件
601678,基础化工
002355,汽车
300029,机械
300030,医药
002359,通信
002549,基础化工
300039,医药
002366,机械
002368,计算机
300044,建筑
002662,汽车
300291,传媒
300301,电子元器件
002672,电力及公用事业
601515,轻工制造
002660,电子元器件
002669,基础化工
300311,计算机
603000,传媒
002685,机械
603026,石油石化
300531,通信
603019,计算机
002816,机械
002785,建材
603067,基础化工
300665,基础化工
300428,有色金属
603601,基础化工
002736,非银行金融
300493,电子元器件
300560,通信
300540,机械
002836,轻工制造
002824,有色金属
300413,商贸零售
600926,银行
603165,电力及公用事业
300597,通信
603801,轻工制造
002113,房地产
002134,电子元器件
000338,汽车
601328,银行
002159,餐饮旅游
300129,电力设备
002471,电力设备
002486,纺织服装
300122,医药
002518,计算机
300130,计算机
300135,石油石化
002805,基础化工
002505,农林牧渔
300325,基础化工
002513,基础化工
300506,建筑
603022,轻工制造
603131,机械
603020,食品饮料
300485,医药
300404,医药
603266,基础化工
002777,计算机
002803,轻工制造
603939,医药
300431,传媒
603319,机械
002859,轻工制造
300669,机械
002054,基础化工
002055,电子元器件
002056,电子元器件
300016,医药
002073,机械
002088,建材
601628,非银行金融
002107,医药
002121,电力设备
300080,电力设备
002439,计算机
300235,计算机
300272,家电
300090,电力及公用事业
002453,基础化工
300095,机械
300103,机械
002484,电子元器件
300104,传媒
300173,机械
002724,电子元器件
300380,计算机
300386,计算机
603577,电力设备
603668,农林牧渔
603980,基础化工
603707,医药
300043,轻工制造
002385,农林牧渔
002388,电子元器件
002387,食品饮料
002389,电子元器件
002391,基础化工
002399,医药
002408,石油石化
002401,计算机
002403,家电
002416,通信
300073,基础化工
002434,汽车
300072,基础化工
002435,机械
300400,机械
002679,农林牧渔
300348,计算机
002683,基础化工
300343,基础化工
300352,计算机
603699,机械
300620,通信
300636,医药
603159,机械
300615,通信
603677,家电
603768,汽车
603728,电力设备
002872,医药
002863,汽车
300641,基础化工
001979,房地产
002007,医药
002014,轻工制造
002026,机械
002033,餐饮旅游
600143,基础化工
600978,农林牧渔
002041,农林牧渔
002049,电子元器件
002310,建筑
002523,机械
002313,通信
002356,电力设备
601117,建筑
002327,纺织服装
002474,计算机
002325,建筑
300007,电子元器件
300017,通信
300028,电子元器件
002333,建材
002339,电力设备
300031,传媒
002345,商贸零售
002351,电子元器件
300247,家电
300041,基础化工
002369,电子元器件
002360,基础化工
300045,国防军工
002566,医药
002378,有色金属
603729,传媒
300314,医药
002675,医药
002671,建材
002665,电力设备
002682,汽车
603168,医药
300509,机械
300499,机械
603300,建筑
603689,电力及公用事业
002835,计算机
300550,计算机
601858,传媒
603716,医药
601163,基础化工
603505,建材
603203,机械
601997,银行
603032,交通运输
300581,国防军工
002878,传媒
603536,食品饮料
002868,农林牧渔
002888,电子元器件
002115,通信
002117,轻工制造
002119,电子元器件
002124,农林牧渔
300318,医药
002136,基础化工
601998,银行
300114,国防军工
300111,电力设备
300108,基础化工
002472,机械
300120,电力设备
002477,农林牧渔
002482,建筑
002521,轻工制造
300401,医药
002498,电力设备
300142,医药
002554,机械
002514,机械
601777,汽车
603315,机械
603800,石油石化
300395,电子元器件
300510,电力设备
603738,电子元器件
603339,机械
300461,机械
300423,电力设备
300586,基础化工
002846,轻工制造
603855,机械
300672,电子元器件
601001,煤炭
002067,轻工制造
002072,纺织服装
002076,家电
601398,银行
002077,房地产
002085,汽车
601991,电力及公用事业
002096,基础化工
002104,通信
300078,计算机
002466,有色金属
002449,电子元器件
300091,电力设备
002458,农林牧渔
002457,建材
002463,电子元器件
601718,纺织服装
300102,电子元器件
002465,国防军工
300365,计算机
603517,食品饮料
603955,房地产
300666,电子元器件
603757,机械
002885,电力设备
002421,建筑
300051,传媒
300264,通信
300053,电子元器件
601010,商贸零售
002411,基础化工
002414,国防军工
300087,农林牧渔
300063,传媒
002420,家电
002431,建筑
002447,农林牧渔
300069,电力设备
300323,电子元器件
002752,轻工制造
002681,电子元器件
300362,电力及公用事业
603126,电力及公用事业
300383,通信
002746,农林牧渔
002815,电子元器件
300367,计算机
603238,纺织服装
002853,轻工制造
300627,通信
300628,通信
300637,医药
300670,电力设备
300607,机械
002750,医药
601811,传媒
603868,家电
601500,基础化工
603663,有色金属
601900,传媒
002753,煤炭
603799,有色金属
603589,食品饮料
300519,医药
300470,机械
300460,电子元器件
601366,商贸零售
603637,建筑
603823,基础化工
300612,传媒
300588,计算机
300613,电子元器件
002876,电子元器件
300651,轻工制造
002017,通信
002011,机械
002013,国防军工
002029,纺织服装
002031,汽车
600961,有色金属
600965,农林牧渔
002301,轻工制造
002306,计算机
002365,医药
002307,建筑
601139,电力及公用事业
002316,通信
300008,机械
300006,医药
300071,传媒
002326,基础化工
002341,电子元器件
300139,电子元器件
300034,国防军工
002358,电力设备
002367,机械
002361,基础化工
002374,轻工制造
300050,通信
300046,电子元器件
002652,钢铁
300297,计算机
300309,机械
300296,电子元器件
601388,有色金属
002658,电力及公用事业
002670,家电
300299,通信
002699,纺织服装
300422,电力及公用事业
603869,餐饮旅游
300539,基础化工
300451,计算机
300558,医药
002842,有色金属
603665,纺织服装
603906,基础化工
300583,医药
002882,电力设备
300677,医药
002135,建筑
002137,传媒
601919,交通运输
601168,有色金属
601009,银行
002146,房地产
002148,通信
601377,非银行金融
300118,电力设备
300117,建筑
002478,钢铁
300156,电力及公用事业
002595,机械
601818,银行
300123,机械
600998,医药
300134,通信
002643,基础化工
300138,食品饮料
002511,轻工制造
300144,餐饮旅游
002507,食品饮料
603616,建材
300410,机械
002751,轻工制造
603018,建筑
300364,传媒
300456,机械
300468,计算机
603258,传媒
603444,传媒
603029,机械
601006,交通运输
002068,基础化工
002069,农林牧渔
002071,传媒
002083,纺织服装
002087,纺织服装
002089,通信
002098,纺织服装
002111,国防军工
002112,电力设备
002622,电力设备
300084,机械
300088,电子元器件
300096,计算机
002529,机械
002452,电力设备
002464,基础化工
002496,基础化工
300110,医药
603111,机械
603298,机械
603966,机械
002837,机械
603656,机械
002384,机械
601158,电力及公用事业
002407,基础化工
002395,基础化工
002410,计算机
002405,计算机
002402,电子元器件
002415,电子元器件
002459,机械
300070,电力及公用事业
002436,电子元器件
300076,计算机
300105,机械
002440,基础化工
300337,有色金属
603766,汽车
002716,有色金属
002727,医药
002725,汽车
603555,纺织服装
603166,汽车
300354,机械
002880,医药
603063,电力设备
603196,纺织服装
300661,电子元器件
002036,电子元器件
002037,基础化工
600983,家电
002039,电力及公用事业
002044,医药
002303,轻工制造
601299,机械
300005,纺织服装
300021,建材
300033,计算机
300025,通信
002330,食品饮料
002334,电力设备
002336,商贸零售
002340,电力及公用事业
002381,基础化工
002591,基础化工
002357,交通运输
300040,电力设备
300048,电力设备
002397,纺织服装
300532,计算机
300483,建筑
002688,医药
300307,机械
002653,医药
300326,医药
002657,计算机
002674,纺织服装
002676,家电
300302,计算机
300317,家电
300312,通信
000333,家电
002812,轻工制造
603639,基础化工
300545,电子元器件
300570,通信
600977,传媒
300573,医药
603345,食品饮料
300426,传媒
300488,机械
603808,纺织服装
603778,房地产
603223,交通运输
300450,机械
300548,通信
300538,基础化工
300551,机械
603888,传媒
603633,电子元器件
300481,基础化工
002807,银行
603269,机械
300653,医药
002883,建筑
603226,轻工制造
300656,电子元器件
601007,餐饮旅游
002125,基础化工
601008,交通运输
002170,基础化工
002141,电子元器件
002153,计算机
300305,基础化工
002530,传媒
300121,基础化工
002487,电力设备
002615,家电
300127,电子元器件
601028,钢铁
002483,机械
002494,纺织服装
002501,有色金属
002502,传媒
300141,电力设备
300140,电力设备
300154,机械
300331,电子元器件
002509,机械
603936,电子元器件
603377,汽车
603958,纺织服装
603859,计算机
603033,基础化工
002856,建筑
603028,钢铁
300497,医药
603066,交通运输
603027,食品饮料
603987,医药
300549,机械
002870,机械
603578,家电
002052,电子元器件
002053,基础化工
002058,机械
002060,建筑
002061,基础化工
002062,建筑
002070,有色金属
002074,电力设备
002082,有色金属
002090,计算机
002091,商贸零售
002094,商贸零售
002101,机械
002106,电子元器件
300083,电子元器件
603002,基础化工
601012,电力设备
002469,建筑
300238,医药
002450,基础化工
300179,建材
300152,电力设备
300100,汽车
601018,交通运输
002470,基础化工
300419,计算机
002773,医药
600023,电力及公用事业
300575,基础化工
600996,传媒
300667,电子元器件
300640,轻工制造
002363,汽车
002393,医药
300058,传媒
002390,医药
002404,纺织服装
002406,机械
002425,传媒
300068,电力设备
002422,医药
002442,基础化工
603399,有色金属
300328,有色金属
300341,电力设备
002693,医药
603993,有色金属
002713,建筑
601238,汽车
002722,机械
601016,电力及公用事业
300507,汽车
300678,通信
603938,基础化工
300609,计算机
300679,电子元器件
